battery_voltage_v,battery_temp_c,battery_charge_percent,battery_health_percent,alternator_output_v,engine_temp_c,coolant_temp_c,engine_rpm,oil_pressure_psi,fuel_level_percent,engine_load_percent,ambient_temp_c,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,service_type,detected_dtc,source
10.46988854,22.04592302,49.97156294,93.38368377,14.32078243,85.83227328,89.56426986,2082.625966,63.87878902,68.22564557,30.53103147,46.79858665,1027.665337,8.695411856,154.8245363,BATTERY_REPLACE,P0561,real_dtc_expert_retrofit
10.46988854,22.04592302,49.97156294,93.38368377,14.32078243,85.83227328,89.56426986,2082.625966,63.87878902,68.22564557,30.53103147,46.79858665,1027.665337,8.695411856,154.8245363,BATTERY_TERMINAL_CLEAN,P0560,real_dtc_expert_retrofit
9.06508174,28.7736311,90.40652444,91.99655029,14.37337167,93.09603477,88.27421811,2310.446055,41.03564044,58.21544279,21.84279055,48.90440481,881.7042728,9.690619581,66.90858781,BATTERY_TERMINAL_CLEAN,U0073,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,ENGINE_OVERHEAT_SEVERE,P0480,real_dtc_expert_retrofit
9.439753084,20.38971459,40.27121218,94.87558911,14.23301394,98.77171829,93.90196018,1019.831674,45.78348956,60.94497943,40.78979628,27.49032665,960.6043652,6.228996657,70.70493055,STARTER_MOTOR,P0615,real_dtc_expert_retrofit
12.11783061,25.49663744,53.06896454,90.99003046,14.01191003,107.2824494,89.94877182,1449.656077,13.02178224,63.95875208,29.76837042,44.04827606,950.2886283,6.804021645,136.8068271,ELECTRICAL_FAULT_RAIN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.20550052,35.05601308,55.25474121,93.62795292,14.07731276,108.1424542,92.75917376,733.9052181,6.174339001,23.13400219,47.72865499,33.13575434,837.2451345,7.680294416,95.32392876,CLUTCH_WORN,P0900,real_dtc_expert_retrofit
12.99421143,21.03233859,42.36665628,91.78745399,14.94432568,119.3224707,89.68972545,1583.231458,12.07998446,93.29009392,47.50963839,37.86324141,1048.231935,8.747317731,72.42323288,SEVERE_MECHANICAL_TOW,NOT_APPLICABLE,real_dtc_expert_retrofit
12.11783061,25.49663744,53.06896454,90.99003046,14.01191003,107.2824494,89.94877182,1449.656077,13.02178224,63.95875208,29.76837042,44.04827606,950.2886283,6.804021645,136.8068271,RADIATOR_FAN_ISSUE,P0484,real_dtc_expert_retrofit
12.20550052,35.05601308,55.25474121,93.62795292,14.07731276,108.1424542,92.75917376,733.9052181,6.174339001,23.13400219,47.72865499,33.13575434,837.2451345,7.680294416,95.32392876,ELECTRICAL_FAULT_RAIN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.73451877,23.41671306,52.07585986,91.53412848,14.23749573,91.29501022,86.71154802,2573.088143,45.03943105,19.55049268,7.000672275,13.0927706,555.2556563,8.413742821,350.067913,BRAKE_PAD_WORN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.11783061,25.49663744,53.06896454,90.99003046,14.01191003,107.2824494,89.94877182,1449.656077,13.02178224,63.95875208,29.76837042,44.04827606,950.2886283,6.804021645,136.8068271,FUEL_PUMP,P069E,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,RADIATOR_FAN_ISSUE,P0696,real_dtc_expert_retrofit
9.439753084,20.38971459,40.27121218,94.87558911,14.23301394,98.77171829,93.90196018,1019.831674,45.78348956,60.94497943,40.78979628,27.49032665,960.6043652,6.228996657,70.70493055,BATTERY_JUMP,U0100,real_dtc_expert_retrofit
12.99421143,21.03233859,42.36665628,91.78745399,14.94432568,119.3224707,89.68972545,1583.231458,12.07998446,93.29009392,47.50963839,37.86324141,1048.231935,8.747317731,72.42323288,ENGINE_OVERHEAT_SEVERE,P0528,real_dtc_expert_retrofit
12.73451877,23.41671306,52.07585986,91.53412848,14.23749573,91.29501022,86.71154802,2573.088143,45.03943105,19.55049268,7.000672275,13.0927706,555.2556563,8.413742821,350.067913,BRAKE_PAD_WORN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.82393187,22.69353785,75.46121572,93.94590604,14.09709354,90.11520142,90.35798631,2772.8972,61.97653793,73.94640629,14.08569387,40.08343241,685.5053774,7.352685008,387.6485348,BRAKE_FAILURE,NOT_APPLICABLE,real_dtc_expert_retrofit
13.13946328,33.95963931,70.12070793,99.37920601,14.11443677,97.39366982,87.85876944,1298.277431,54.69275854,26.00328405,44.71627925,49.52345778,430.532343,7.935814828,207.6408167,BRAKE_PAD_WORN,NOT_APPLICABLE,real_dtc_expert_retrofit
10.55655403,25.68079148,90.35683018,91.81400866,14.35706789,92.49465951,85.55333459,700,45.49478922,82.92813761,41.34083791,10.29321232,1093.079548,8.782814574,80.21136718,BATTERY_TERMINAL_CLEAN,P0560,real_dtc_expert_retrofit
12.54526034,34.43933942,53.78850905,94.16838848,14.16743439,115.3301864,89.05912944,1105.271005,6.374114207,55.12023729,0,29.68056658,860.4565918,7.315401087,26.51672572,COOLANT_LOW,P0217,real_dtc_expert_retrofit
12.54526034,34.43933942,53.78850905,94.16838848,14.16743439,115.3301864,89.05912944,1105.271005,6.374114207,55.12023729,0,29.68056658,860.4565918,7.315401087,26.51672572,BELT_BROKEN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.11783061,25.49663744,53.06896454,90.99003046,14.01191003,107.2824494,89.94877182,1449.656077,13.02178224,63.95875208,29.76837042,44.04827606,950.2886283,6.804021645,136.8068271,BELT_BROKEN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.82393187,22.69353785,75.46121572,93.94590604,14.09709354,90.11520142,90.35798631,2772.8972,61.97653793,73.94640629,14.08569387,40.08343241,685.5053774,7.352685008,387.6485348,BRAKE_PAD_WORN,NOT_APPLICABLE,real_dtc_expert_retrofit
10.55655403,25.68079148,90.35683018,91.81400866,14.35706789,92.49465951,85.55333459,700,45.49478922,82.92813761,41.34083791,10.29321232,1093.079548,8.782814574,80.21136718,BATTERY_TERMINAL_CLEAN,P0561,real_dtc_expert_retrofit
12.99421143,21.03233859,42.36665628,91.78745399,14.94432568,119.3224707,89.68972545,1583.231458,12.07998446,93.29009392,47.50963839,37.86324141,1048.231935,8.747317731,72.42323288,FUEL_PUMP,P0190,real_dtc_expert_retrofit
12.11783061,25.49663744,53.06896454,90.99003046,14.01191003,107.2824494,89.94877182,1449.656077,13.02178224,63.95875208,29.76837042,44.04827606,950.2886283,6.804021645,136.8068271,BELT_BROKEN,NOT_APPLICABLE,real_dtc_expert_retrofit
10.01620326,27.12871194,54.68471327,90.29097604,13.914573,94.15220795,91.2544444,2932.261558,33.86586464,77.19722436,64.58705826,30.1909344,1140.578055,8.971950715,-9.881104159,BATTERY_TERMINAL_CLEAN,P0561,real_dtc_expert_retrofit
10.46988854,22.04592302,49.97156294,93.38368377,14.32078243,85.83227328,89.56426986,2082.625966,63.87878902,68.22564557,30.53103147,46.79858665,1027.665337,8.695411856,154.8245363,BATTERY_JUMP,P0562,real_dtc_expert_retrofit
12.36943469,28.97421523,67.19654361,93.65491792,14.30088776,107.6992981,93.97444693,2359.938617,8.298198455,21.45207693,25.51953511,16.41249068,1022.897538,7.743241427,88.21943977,RADIATOR_FAN_ISSUE,P0526,real_dtc_expert_retrofit
10.22262718,24.05438177,96.65831733,96.28518604,13.83084514,95.06116446,91.05450587,4004.064172,35.76909433,10.97539818,26.42731663,18.54893384,1010.623532,7.202903519,119.5483414,BATTERY_REPLACE,P0561,real_dtc_expert_retrofit
10.26808131,23.5475836,74.14212362,99.09119326,14.16663454,111.7185637,94.14583484,2154.562453,59.62497374,95.02985955,66.82073282,44.38902824,930.8482166,9.591423016,70.51754859,BATTERY_TERMINAL_CLEAN,P0560,real_dtc_expert_retrofit
12.20550052,35.05601308,55.25474121,93.62795292,14.07731276,108.1424542,92.75917376,733.9052181,6.174339001,23.13400219,47.72865499,33.13575434,837.2451345,7.680294416,95.32392876,RADIATOR_HOSE_LEAK,NOT_APPLICABLE,real_dtc_expert_retrofit
12.82393187,22.69353785,75.46121572,93.94590604,14.09709354,90.11520142,90.35798631,2772.8972,61.97653793,73.94640629,14.08569387,40.08343241,685.5053774,7.352685008,387.6485348,BRAKE_FAILURE,NOT_APPLICABLE,real_dtc_expert_retrofit
9.661014812,25.06218767,90.82861421,91.0769208,14.2258788,90.43697909,94.46385281,1794.073353,37.53749024,30.33012687,66.64717505,26.01243878,931.8869818,9.060023986,99.1628258,STARTER_MOTOR,P0616,real_dtc_expert_retrofit
12.28387908,30.28931727,90.19038036,98.45131565,14.08087482,108.6451888,93.92400388,1707.592781,5.928049328,93.75842798,37.01380133,30.83551312,891.7197692,7.491967883,39.15051858,RADIATOR_HOSE_LEAK,NOT_APPLICABLE,real_dtc_expert_retrofit
12.28387908,30.28931727,90.19038036,98.45131565,14.08087482,108.6451888,93.92400388,1707.592781,5.928049328,93.75842798,37.01380133,30.83551312,891.7197692,7.491967883,39.15051858,CLUTCH_WORN,P0900,real_dtc_expert_retrofit
12.11783061,25.49663744,53.06896454,90.99003046,14.01191003,107.2824494,89.94877182,1449.656077,13.02178224,63.95875208,29.76837042,44.04827606,950.2886283,6.804021645,136.8068271,FUEL_FILTER_CLOGGED,P0193,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,RADIATOR_HOSE_LEAK,NOT_APPLICABLE,real_dtc_expert_retrofit
12.99421143,21.03233859,42.36665628,91.78745399,14.94432568,119.3224707,89.68972545,1583.231458,12.07998446,93.29009392,47.50963839,37.86324141,1048.231935,8.747317731,72.42323288,ELECTRICAL_FAULT_RAIN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,TRANSMISSION_ISSUE,P0746,real_dtc_expert_retrofit
10.22262718,24.05438177,96.65831733,96.28518604,13.83084514,95.06116446,91.05450587,4004.064172,35.76909433,10.97539818,26.42731663,18.54893384,1010.623532,7.202903519,119.5483414,BATTERY_TERMINAL_CLEAN,U0073,real_dtc_expert_retrofit
12.54526034,34.43933942,53.78850905,94.16838848,14.16743439,115.3301864,89.05912944,1105.271005,6.374114207,55.12023729,0,29.68056658,860.4565918,7.315401087,26.51672572,ENGINE_OVERHEAT_SEVERE,P0480,real_dtc_expert_retrofit
12.99421143,21.03233859,42.36665628,91.78745399,14.94432568,119.3224707,89.68972545,1583.231458,12.07998446,93.29009392,47.50963839,37.86324141,1048.231935,8.747317731,72.42323288,CLUTCH_WORN,P0811,real_dtc_expert_retrofit
12.20550052,35.05601308,55.25474121,93.62795292,14.07731276,108.1424542,92.75917376,733.9052181,6.174339001,23.13400219,47.72865499,33.13575434,837.2451345,7.680294416,95.32392876,COOLANT_LOW,P0125,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,FUEL_FILTER_CLOGGED,P0192,real_dtc_expert_retrofit
12.82393187,22.69353785,75.46121572,93.94590604,14.09709354,90.11520142,90.35798631,2772.8972,61.97653793,73.94640629,14.08569387,40.08343241,685.5053774,7.352685008,387.6485348,BRAKE_FAILURE,NOT_APPLICABLE,real_dtc_expert_retrofit
12.20550052,35.05601308,55.25474121,93.62795292,14.07731276,108.1424542,92.75917376,733.9052181,6.174339001,23.13400219,47.72865499,33.13575434,837.2451345,7.680294416,95.32392876,IGNITION_SYSTEM,P0301,real_dtc_expert_retrofit
10.01620326,27.12871194,54.68471327,90.29097604,13.914573,94.15220795,91.2544444,2932.261558,33.86586464,77.19722436,64.58705826,30.1909344,1140.578055,8.971950715,-9.881104159,ALTERNATOR_ISSUE,P0562,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,RADIATOR_HOSE_LEAK,NOT_APPLICABLE,real_dtc_expert_retrofit
12.36943469,28.97421523,67.19654361,93.65491792,14.30088776,107.6992981,93.97444693,2359.938617,8.298198455,21.45207693,25.51953511,16.41249068,1022.897538,7.743241427,88.21943977,CLUTCH_WORN,P0903,real_dtc_expert_retrofit
10.26808131,23.5475836,74.14212362,99.09119326,14.16663454,111.7185637,94.14583484,2154.562453,59.62497374,95.02985955,66.82073282,44.38902824,930.8482166,9.591423016,70.51754859,BATTERY_REPLACE,P0562,real_dtc_expert_retrofit
12.20550052,35.05601308,55.25474121,93.62795292,14.07731276,108.1424542,92.75917376,733.9052181,6.174339001,23.13400219,47.72865499,33.13575434,837.2451345,7.680294416,95.32392876,TRANSMISSION_ISSUE,P0752,real_dtc_expert_retrofit
12.11783061,25.49663744,53.06896454,90.99003046,14.01191003,107.2824494,89.94877182,1449.656077,13.02178224,63.95875208,29.76837042,44.04827606,950.2886283,6.804021645,136.8068271,RADIATOR_FAN_ISSUE,P0693,real_dtc_expert_retrofit
9.439753084,20.38971459,40.27121218,94.87558911,14.23301394,98.77171829,93.90196018,1019.831674,45.78348956,60.94497943,40.78979628,27.49032665,960.6043652,6.228996657,70.70493055,ALTERNATOR_ISSUE,P0623,real_dtc_expert_retrofit
12.4307701,21.23508896,81.0173875,94.29174285,14.01413859,98.25749327,88.16174833,1375.035319,50.262765,96.44629978,71.86443352,41.14086794,463.1698359,7.524954794,367.2196436,BRAKE_FAILURE,NOT_APPLICABLE,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,BELT_BROKEN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.20550052,35.05601308,55.25474121,93.62795292,14.07731276,108.1424542,92.75917376,733.9052181,6.174339001,23.13400219,47.72865499,33.13575434,837.2451345,7.680294416,95.32392876,ELECTRICAL_FAULT_RAIN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.28387908,30.28931727,90.19038036,98.45131565,14.08087482,108.6451888,93.92400388,1707.592781,5.928049328,93.75842798,37.01380133,30.83551312,891.7197692,7.491967883,39.15051858,BELT_BROKEN,NOT_APPLICABLE,real_dtc_expert_retrofit
9.439753084,20.38971459,40.27121218,94.87558911,14.23301394,98.77171829,93.90196018,1019.831674,45.78348956,60.94497943,40.78979628,27.49032665,960.6043652,6.228996657,70.70493055,BATTERY_REPLACE,P0603,real_dtc_expert_retrofit
11.82202332,17.05733759,41.4485325,94.79364182,13.74082949,83.72986568,93.06470559,2644.233236,43.40027742,9.728658355,10.94028171,39.53984123,584.1726187,8.958992264,285.8881426,BRAKE_PAD_WORN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,COOLANT_LOW,P0128,real_dtc_expert_retrofit
12.54526034,34.43933942,53.78850905,94.16838848,14.16743439,115.3301864,89.05912944,1105.271005,6.374114207,55.12023729,0,29.68056658,860.4565918,7.315401087,26.51672572,TRANSMISSION_ISSUE,P0744,real_dtc_expert_retrofit
12.39956317,23.23137489,84.93753904,91.01677719,14.23573218,86.68437297,92.56461044,2398.013965,35.30633709,11.91477269,46.10833103,30.56947169,542.9876989,8.952550487,356.1185981,BRAKE_PAD_WORN,NOT_APPLICABLE,real_dtc_expert_retrofit
12.28387908,30.28931727,90.19038036,98.45131565,14.08087482,108.6451888,93.92400388,1707.592781,5.928049328,93.75842798,37.01380133,30.83551312,891.7197692,7.491967883,39.15051858,SEVERE_MECHANICAL_TOW,NOT_APPLICABLE,real_dtc_expert_retrofit
12.28387908,30.28931727,90.19038036,98.45131565,14.08087482,108.6451888,93.92400388,1707.592781,5.928049328,93.75842798,37.01380133,30.83551312,891.7197692,7.491967883,39.15051858,RADIATOR_HOSE_LEAK,NOT_APPLICABLE,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,FUEL_PUMP,P0231,real_dtc_expert_retrofit
12.83935888,26.91662452,71.22347754,91.41174785,14.42203255,109.0448565,89.25763438,1300.34719,13.81014746,98.00225252,29.63722775,33.29281544,1080.13722,9.168202316,144.198733,RADIATOR_HOSE_LEAK,NOT_APPLICABLE,real_dtc_expert_retrofit
12.70938979,32.41008687,90.88082285,92.04996285,14.17984737,102.9275026,92.70623152,1672.065708,34.65556422,17.83256046,55.81782508,32.25647664,672.6988295,9.777237433,266.3008136,BRAKE_FAILURE,NOT_APPLICABLE,real_dtc_expert_retrofit
12.20550052,35.05601308,55.25474121,93.62795292,14.07731276,108.1424542,92.75917376,733.9052181,6.174339001,23.13400219,47.72865499,33.13575434,837.2451345,7.680294416,95.32392876,RADIATOR_HOSE_LEAK,NOT_APPLICABLE,real_dtc_expert_retrofit
12.36943469,28.97421523,67.19654361,93.65491792,14.30088776,107.6992981,93.97444693,2359.938617,8.298198455,21.45207693,25.51953511,16.41249068,1022.897538,7.743241427,88.21943977,FUEL_PUMP,P0627,real_dtc_expert_retrofit
